,f1,f2,f3,f4,f5,class
0,0.4529228310955952,0.12130389257317142,2.3012567490978286,2.3012567490978286,0.6019851138098432,-1.0
1,0.5580112064839365,0.1568548389906339,2.301264730206868,2.301264730206868,0.5943368026395668,-1.0
2,0.38039665163352704,0.16279227105811656,2.301263455387786,2.301263455387786,0.5946286120584218,-1.0
3,0.2051224318642216,0.08449619984161871,2.301268143698125,2.301268143698125,0.6033633968875449,-1.0
4,0.43773544666386066,0.08045282997649487,2.3012694155175195,2.3012694155175195,0.605803191545008,-1.0
5,0.40995587622374424,0.09680020467108794,2.3012747004428262,2.3012747004428262,0.6042602305486797,-1.0
6,1.0618835370876631,0.2506618647111644,2.3012728021067863,2.3012728021067863,0.6012093829407428,-1.0
7,0.08957862686475383,0.05254249299838033,2.301277376040692,2.301277376040692,0.6191941518189068,-1.0
8,0.15692282021596043,0.09895000408029178,2.301277897649556,2.301277897649556,0.5988417481658841,-1.0
9,0.3330370779278869,0.17775457301931977,2.3012835234137916,2.3012835234137916,0.5937027793543966,-1.0
10,0.3013001758862606,0.14348168216982204,2.3012835708666137,2.3012835708666137,0.5970491717889983,-1.0
11,0.23367945987029515,0.05370052879708227,2.301289577946378,2.301289577946378,0.6145995539885106,-1.0
12,0.0791944250839024,0.09556754779938847,2.301295254522462,2.301295254522462,0.6020564257712987,-1.0
13,0.7313324054012093,0.13662187238803317,2.301299082609808,2.301299082609808,0.598776234581427,-1.0
14,0.9795798080439342,0.09867938191807517,2.3012955779093205,2.3012955779093205,0.6090875796566085,-1.0
15,1.1514253131078391,0.14255855978350515,2.301301495504836,2.301301495504836,0.5913235641981868,-1.0
16,0.48338848694004977,0.17358822770040822,2.3013050212709016,2.3013050212709016,0.5925216878099309,-1.0
17,0.8869451834295963,0.15514067594865202,2.3013085668962416,2.3013085668962416,0.5989073758369697,-1.0
18,0.30391231913034905,0.09120357849038326,2.301305802261349,2.301305802261349,0.6010700270667148,-1.0
19,0.1726248161325307,0.1100570066021437,2.301309763113585,2.301309763113585,0.6040340448153615,-1.0
20,0.5225914493758442,0.11519989794829003,2.3013141268200306,2.3013141268200306,0.6021994516993706,-1.0
21,0.36977253920669245,0.1278192967692466,2.3013130371180686,2.3013130371180686,0.6025593838167833,-1.0
22,0.3994598050259162,0.12298435473902176,2.301310902700337,2.301310902700337,0.6063581876196229,-1.0
23,0.3854445626056602,0.11727361708922161,2.301314863837872,2.301314863837872,0.5986455481834103,-1.0
24,0.5647226868637413,0.11721797911921504,2.301317984510742,2.301317984510742,0.61174683250046,-1.0
25,0.12082357012771604,0.053621590038478155,2.3013182069037836,2.3013182069037836,0.624132659615695,-1.0
26,0.3955373053251108,0.14221663589134156,2.3013157793627435,2.3013157793627435,0.5938172535599511,-1.0
27,0.2864358273408457,0.09966221607819047,2.3013173286023227,2.3013173286023227,0.6018428895370878,-1.0
28,0.9343276994920089,0.15687532858430814,2.3013210051619133,2.3013210051619133,0.6021994516993706,-1.0
29,0.3148424753599377,0.12710465315628033,2.3013218095625807,2.3013218095625807,0.5993035587810506,-1.0
30,0.1480084295782018,0.08409048716067427,2.301324749022397,2.301324749022397,0.5998383553790755,-1.0
31,0.5750626268659851,0.12294571093373959,2.3013275910759914,2.3013275910759914,0.5945700666501491,-1.0
32,0.3486410634197489,0.05339740927276723,2.3013317651384773,2.3013317651384773,0.6178876781584339,-1.0
33,0.3701669036450834,0.1622092920243236,2.301333325360061,2.301333325360061,0.5908973677721701,-1.0
34,0.4775494144120939,0.15304346643850014,2.3013370252522063,2.3013370252522063,0.5918633444778791,-1.0
35,0.23156728124218817,0.05896426493917701,2.3013383337847593,2.3013383337847593,0.6186445986028342,-1.0
36,0.4495966285593752,0.12635417700938276,2.3013487610443786,2.3013487610443786,0.6009311810547233,-1.0
37,0.7174498904878364,0.09332971619806067,2.301349903723591,2.301349903723591,0.6043359234381516,-1.0
38,0.2311093165316427,0.09684394950085015,2.301349760717167,2.301349760717167,0.5998383553790755,-1.0
39,0.9236766339789386,0.16258739798802738,2.301352730293036,2.301352730293036,0.5985153136827088,-1.0
40,0.6212438454975366,0.14738727439948365,2.3013559490085274,2.3013559490085274,0.6053337641441631,-1.0
41,0.16259407239087453,0.10217893133796271,2.3013561896496766,2.3013561896496766,0.6006550046562658,-1.0
42,0.551987805327774,0.10524167980825849,2.3013575358294798,2.3013575358294798,0.5945116132755527,-1.0
43,0.3210152579439769,0.08425390795933285,2.3013615961357807,2.3013615961357807,0.6032159478283957,-1.0
44,1.028656114430258,0.152642205435412,2.301358895452449,2.301358895452449,0.5979988364276234,-1.0
45,0.250642035677202,0.09232069512834902,2.3013581925111524,2.3013581925111524,0.6002444776821361,-1.0
46,0.40237687477425005,0.154117437655096,2.3013612850694596,2.3013612850694596,0.5953384362352346,-1.0
47,0.2672399568398742,0.09042174136070875,2.301363535159078,2.301363535159078,0.5995032211668025,-1.0
48,0.34500900015878744,0.13349780072373152,2.301361532515779,2.301361532515779,0.602922746318999,-1.0
49,0.1414890148228155,0.08202664125123794,2.301360327842989,2.301360327842989,0.6088313618827059,-1.0
50,0.6322733936391398,0.1677193738387518,2.3013658982313743,2.3013658982313743,0.5920814898222875,-1.0
51,0.3999915438768269,0.1858930563753044,2.3013679118201797,2.3013679118201797,0.5911098486450349,-1.0
52,0.8657611387933726,0.15442945202795988,2.301361007711357,2.301361007711357,0.5969867075763549,-1.0
53,0.13146703184772,0.09051500150367262,2.3013602449506663,2.3013602449506663,0.602922746318999,-1.0
54,0.5485823875467238,0.10078060526024182,2.3013616249319715,2.3013616249319715,0.6010700270667148,-1.0
55,0.5146768948024414,0.11309354125271912,2.3013625524732007,2.3013625524732007,0.5941049938947371,-1.0
56,0.17481260515220556,0.09204141062220368,2.301356101117907,2.301356101117907,0.6057245549794232,-1.0
57,0.3775461195459567,0.11619494094545348,2.3013557446422563,2.3013557446422563,0.5972371914829053,-1.0
58,0.32706241016865384,0.0839001392416311,2.301358121417468,2.301358121417468,0.6055677620766823,-1.0
59,0.7610298562312079,0.12728134623212495,2.3013595138467426,2.3013595138467426,0.5988417481658841,-1.0
60,0.18777986813568778,0.1313441568498138,2.3013565512661653,2.3013565512661653,0.5932483852362594,-1.0
61,0.46651931020484444,0.11113959421420146,2.3013588410774624,2.3013588410774624,0.6003125905468586,-1.0
62,0.2992103516300979,0.08792736577785482,2.3013600356403003,2.3013600356403003,0.6069212848290672,-1.0
63,0.6512692999643489,0.12197337809736564,2.301361240936178,2.301361240936178,0.6005862737957568,-1.0
64,0.7720882905317258,0.0827411583309691,2.3013593053686634,2.3013593053686634,0.6063581876196229,-1.0
65,0.3922335909563527,0.09923762552862123,2.3013617574563816,2.3013617574563816,0.6030690656677824,-1.0
66,0.30461731200990383,0.0989389221833697,2.301362907766574,2.301362907766574,0.6035114169756087,-1.0
67,0.31219506225255966,0.12359536512349201,2.3013643147196694,2.3013643147196694,0.6039589453852042,-1.0
68,0.8655450022489544,0.1452319826019949,2.3013637801839955,2.3013637801839955,0.5993035587810506,-1.0
69,0.14055207793498792,0.07872542466754427,2.3013674058110687,2.3013674058110687,0.610483290533703,-1.0
70,0.9379909189287621,0.13275799379692582,2.301365531194749,2.301365531194749,0.5989073758369697,-1.0
71,0.16110121935513966,0.13747849511373333,2.301366853279314,2.301366853279314,0.5888877327244062,-1.0
72,0.36973451934860907,0.086437719678073,2.3013667606900987,2.3013667606900987,0.6044877590115088,-1.0
73,0.9600833557288538,0.1542254201882261,2.3013691637310316,2.3013691637310316,0.5971744134132723,-1.0
74,0.22287298663064578,0.05982839655714407,2.301367802818023,2.301367802818023,0.6166225673399708,-1.0
75,0.42048287180882216,0.1553629402994635,2.3013681349225883,2.3013681349225883,0.5963063920084728,-1.0
76,0.6306383514436974,0.1110342784231594,2.301366493657529,2.301366493657529,0.6006550046562658,-1.0
77,0.4615434732649936,0.12846249281638275,2.3013692770302154,2.3013692770302154,0.6008619481522011,-1.0
78,0.27306416617198964,0.09330129949624438,2.3013684082412675,2.3013684082412675,0.6024871249189973,-1.0
79,0.07118228903538754,0.05865267054611854,2.3013704743101497,2.3013704743101497,0.6286219483249389,-1.0
80,0.5689001122075596,0.12823198203784747,2.301371700322075,2.301371700322075,0.5977432342564968,-1.0
81,0.12788413170158963,0.07298103031998215,2.301376138215339,2.301376138215339,0.605803191545008,-1.0
82,0.4311221303290603,0.16264460840064277,2.3013718823596014,2.3013718823596014,0.5924111453253258,-1.0
83,0.9884608773214437,0.1623846406327212,2.3013739803272775,2.3013739803272775,0.5877038000397237,-1.0
84,0.39107991266524783,0.14206204106174608,2.3013757947264617,2.3013757947264617,0.5968620907163781,-1.0
85,0.38642371939741976,0.16641601163354616,2.301380053703303,2.301380053703303,0.5954580665002397,-1.0
86,0.36277571469591857,0.051886283991677225,2.3013749614581185,2.3013749614581185,0.619304971995638,-1.0
87,0.2508329707440094,0.0634308612252936,2.3013772559057952,2.3013772559057952,0.6130524374979961,-1.0
88,0.9266085891343829,0.1676229068918164,2.301378318160892,2.301378318160892,0.5973000748320761,-1.0
89,0.4791915120878377,0.26834658628521235,2.3013791777187222,2.3013791777187222,0.5686814072260331,-1.0
90,0.25192001536464725,0.13551452570421213,2.3013730549326956,2.3013730549326956,0.5990389749387826,-1.0
91,0.3747566030968354,0.12632532126401724,2.3013758845389694,2.3013758845389694,0.5981272923829128,-1.0
92,0.6687176028913201,0.1251372984748306,2.3013761181849475,2.3013761181849475,0.6007928414058452,-1.0
93,0.1698954883245015,0.10309433956475321,2.3013777482977846,2.3013777482977846,0.6048699980131407,-1.0
94,0.1306798729553961,0.10277330701185348,2.3013700143129605,2.3013700143129605,0.6003125905468586,-1.0
95,0.42410637102206983,0.09279725886453864,2.301373381123154,2.301373381123154,0.6045639028149749,-1.0
96,0.10126633779222291,0.05313261138833489,2.30137607217829,2.30137607217829,0.637104377943467,-1.0
97,0.12190591280065799,0.0896527203921747,2.301379156218968,2.301379156218968,0.6064381289331129,-1.0
98,0.3415611134322449,0.1265921056214907,2.301371618009869,2.301371618009869,0.6003808261725178,-1.0
99,0.25939332944946136,0.09691405488299473,2.3013798956624174,2.3013798956624174,0.5997039447915913,-1.0
